bn:00051760n	location#n#1
bn:04662766n	bn:04662766n
bn:04676009n	bn:04676009n
bn:04676148n	bn:04676148n
bn:04678266n	bn:04678266n
bn:14942939n	bn:14942939n
bn:15714990n	bn:15714990n
bn:16948709n	bn:16948709n
bn:18210956n	bn:18210956n
bn:00003620n	bn:00003620n
bn:00004984n	bn:00004984n
bn:00006852n	bn:00006852n
bn:00006906n	bn:00006906n
bn:00020810n	bn:00020810n
bn:00029185n	bn:00029185n
bn:00038764n	bn:00038764n
bn:00046870n	bn:00046870n
bn:00049888n	bn:00049888n
bn:00051000n	bn:00051000n
bn:00058394n	bn:00058394n
bn:00065617n	bn:00065617n
bn:00066963n	bn:00066963n
bn:00067220n	bn:00067220n
bn:00071734n	bn:00071734n
bn:00076611n	bn:00076611n
bn:00079298n	bn:00079298n
bn:00157144n	bn:00157144n
bn:00279965n	bn:00279965n
bn:00580358n	bn:00580358n
bn:00690637n	bn:00690637n
bn:00856251n	bn:00856251n
bn:00971496n	bn:00971496n
bn:01058698n	bn:01058698n
bn:01111471n	bn:01111471n
bn:01351259n	bn:01351259n
bn:01725939n	bn:01725939n
bn:01922109n	bn:01922109n
bn:01943233n	bn:01943233n
bn:02710113n	bn:02710113n
bn:02718597n	bn:02718597n
bn:02822788n	bn:02822788n
bn:02831086n	bn:02831086n
bn:02831554n	bn:02831554n
bn:03229074n	bn:03229074n
bn:03343061n	bn:03343061n
bn:03366889n	bn:03366889n
bn:03476283n	bn:03476283n
bn:03510912n	bn:03510912n
bn:03526262n	bn:03526262n
bn:03581157n	bn:03581157n
bn:03771502n	bn:03771502n
bn:12860960n	bn:12860960n
bn:12886044n	bn:12886044n
bn:12896945n	bn:12896945n
bn:15461256n	bn:15461256n
bn:15642400n	bn:15642400n
bn:15946980n	bn:15946980n
bn:16051274n	bn:16051274n
bn:16115935n	bn:16115935n
bn:16160161n	bn:16160161n
bn:17247538n	bn:17247538n
bn:17765225n	bn:17765225n
bn:00002459n	bn:00002459n
bn:00002725n	bn:00002725n
bn:00003255n	bn:00003255n
bn:00004222n	bn:00004222n
bn:00005794n	bn:00005794n
bn:00006135n	bn:00006135n
bn:00006905n	bn:00006905n
bn:00007331n	bn:00007331n
bn:00008522n	bn:00008522n
bn:00010253n	bn:00010253n
bn:00010531n	bn:00010531n
bn:00012359n	bn:00012359n
bn:00013238n	bn:00013238n
bn:00014151n	bn:00014151n
bn:00016808n	bn:00016808n
bn:00019129n	bn:00019129n
bn:00019602n	bn:00019602n
bn:00020765n	bn:00020765n
bn:00021758n	bn:00021758n
bn:00022096n	bn:00022096n
bn:00022100n	bn:00022100n
bn:00022145n	bn:00022145n
bn:00022559n	bn:00022559n
bn:00022863n	bn:00022863n
bn:00022864n	bn:00022864n
bn:00024156n	bn:00024156n
bn:00026372n	bn:00026372n
bn:00027529n	bn:00027529n
bn:00028880n	bn:00028880n
bn:00029079n	bn:00029079n
bn:00030308n	bn:00030308n
bn:00032398n	bn:00032398n
bn:00034323n	bn:00034323n
bn:00037516n	bn:00037516n
bn:00040201n	bn:00040201n
bn:00040202n	bn:00040202n
bn:00040681n	bn:00040681n
bn:00041712n	bn:00041712n
bn:00042878n	bn:00042878n
bn:00043152n	bn:00043152n
bn:00046907n	bn:00046907n
bn:00047562n	bn:00047562n
bn:00049420n	bn:00049420n
bn:00049950n	bn:00049950n
bn:00050896n	bn:00050896n
bn:00052671n	bn:00052671n
bn:00053680n	bn:00053680n
bn:00054661n	bn:00054661n
bn:00055471n	bn:00055471n
bn:00056426n	bn:00056426n
bn:00057563n	bn:00057563n
bn:00059178n	bn:00059178n
bn:00061450n	bn:00061450n
bn:00063602n	bn:00063602n
bn:00064189n	bn:00064189n
bn:00065899n	bn:00065899n
bn:00067845n	bn:00067845n
bn:00068530n	bn:00068530n
bn:00069997n	bn:00069997n
bn:00070008n	bn:00070008n
bn:00070206n	bn:00070206n
bn:00070410n	bn:00070410n
bn:00072901n	bn:00072901n
bn:00074109n	bn:00074109n
bn:00074113n	bn:00074113n
bn:00077744n	bn:00077744n
bn:00077838n	bn:00077838n
bn:00077910n	bn:00077910n
bn:00080087n	bn:00080087n
bn:00117844n	bn:00117844n
bn:00131810n	bn:00131810n
bn:00163200n	bn:00163200n
bn:00173570n	bn:00173570n
bn:00207606n	bn:00207606n
bn:00257325n	bn:00257325n
bn:00260253n	bn:00260253n
bn:00260641n	bn:00260641n
bn:00277770n	bn:00277770n
bn:00348139n	bn:00348139n
bn:00476922n	bn:00476922n
bn:00487877n	bn:00487877n
bn:00521337n	bn:00521337n
bn:00540962n	bn:00540962n
bn:00559018n	bn:00559018n
bn:00589450n	bn:00589450n
bn:00599949n	bn:00599949n
bn:00600115n	bn:00600115n
bn:00652062n	bn:00652062n
bn:00659200n	bn:00659200n
bn:00663956n	bn:00663956n
bn:00667915n	bn:00667915n
bn:00701666n	bn:00701666n
bn:00704424n	bn:00704424n
bn:00717224n	bn:00717224n
bn:00810739n	bn:00810739n
bn:00957880n	bn:00957880n
bn:00958962n	bn:00958962n
bn:00963046n	bn:00963046n
bn:00977695n	bn:00977695n
bn:00986542n	bn:00986542n
bn:00990870n	bn:00990870n
bn:00995461n	bn:00995461n
bn:00999828n	bn:00999828n
bn:01016718n	bn:01016718n
bn:01046046n	bn:01046046n
bn:01064038n	bn:01064038n
bn:01067872n	bn:01067872n
bn:01086662n	bn:01086662n
bn:01110296n	bn:01110296n
bn:01120526n	bn:01120526n
bn:01140603n	bn:01140603n
bn:01164075n	bn:01164075n
bn:01172334n	bn:01172334n
bn:01187668n	bn:01187668n
bn:01199446n	bn:01199446n
bn:01217277n	bn:01217277n
bn:01254245n	bn:01254245n
bn:01281335n	bn:01281335n
bn:01281840n	bn:01281840n
bn:01289230n	bn:01289230n
bn:01292845n	bn:01292845n
bn:01314494n	bn:01314494n
bn:01451335n	bn:01451335n
bn:01547033n	bn:01547033n
bn:01557207n	bn:01557207n
bn:01559509n	bn:01559509n
bn:01568971n	bn:01568971n
bn:01599413n	bn:01599413n
bn:01625302n	bn:01625302n
bn:01641542n	bn:01641542n
bn:01673876n	bn:01673876n
bn:01684769n	bn:01684769n
bn:01686489n	bn:01686489n
bn:01699258n	bn:01699258n
bn:01730560n	bn:01730560n
bn:01800901n	bn:01800901n
bn:01844948n	bn:01844948n
bn:01883414n	bn:01883414n
bn:01926089n	bn:01926089n
bn:01929539n	bn:01929539n
bn:01945575n	bn:01945575n
bn:01973097n	bn:01973097n
bn:01995511n	bn:01995511n
bn:01996555n	bn:01996555n
bn:02011113n	bn:02011113n
bn:02018505n	bn:02018505n
bn:02041483n	bn:02041483n
bn:02044376n	bn:02044376n
bn:02105487n	bn:02105487n
bn:02106521n	bn:02106521n
bn:02109952n	bn:02109952n
bn:02163507n	bn:02163507n
bn:02186221n	bn:02186221n
bn:02236074n	bn:02236074n
bn:02342454n	bn:02342454n
bn:02366635n	bn:02366635n
bn:02493521n	bn:02493521n
bn:02504509n	bn:02504509n
bn:02505808n	bn:02505808n
bn:02529390n	bn:02529390n
bn:02530752n	bn:02530752n
bn:02538027n	bn:02538027n
bn:02542923n	bn:02542923n
bn:02549646n	bn:02549646n
bn:02550054n	bn:02550054n
bn:02552378n	bn:02552378n
bn:02566412n	bn:02566412n
bn:02662077n	bn:02662077n
bn:02738498n	bn:02738498n
bn:02768353n	bn:02768353n
bn:02873916n	bn:02873916n
bn:02987537n	bn:02987537n
bn:03087378n	bn:03087378n
bn:03090661n	bn:03090661n
bn:03097455n	bn:03097455n
bn:03102101n	bn:03102101n
bn:03110378n	bn:03110378n
bn:03120369n	bn:03120369n
bn:03128081n	bn:03128081n
bn:03138293n	bn:03138293n
bn:03140477n	bn:03140477n
bn:03145755n	bn:03145755n
bn:03147370n	bn:03147370n
bn:03171782n	bn:03171782n
bn:03172564n	bn:03172564n
bn:03181785n	bn:03181785n
bn:03185384n	bn:03185384n
bn:03197220n	bn:03197220n
bn:03211184n	bn:03211184n
bn:03226440n	bn:03226440n
bn:03227014n	bn:03227014n
bn:03257181n	bn:03257181n
bn:03286721n	bn:03286721n
bn:03287705n	bn:03287705n
bn:03305649n	bn:03305649n
bn:03313975n	bn:03313975n
bn:03324218n	bn:03324218n
bn:03335453n	bn:03335453n
bn:03340217n	bn:03340217n
bn:03340239n	bn:03340239n
bn:03344751n	bn:03344751n
bn:03354223n	bn:03354223n
bn:03371163n	bn:03371163n
bn:03387782n	bn:03387782n
bn:03389285n	bn:03389285n
bn:03408324n	bn:03408324n
bn:03429839n	bn:03429839n
bn:03439472n	bn:03439472n
bn:03443208n	bn:03443208n
bn:03443380n	bn:03443380n
bn:03446474n	bn:03446474n
bn:03475515n	bn:03475515n
bn:03484514n	bn:03484514n
bn:03494803n	bn:03494803n
bn:03542088n	bn:03542088n
bn:03623238n	bn:03623238n
bn:03624607n	bn:03624607n
bn:03664606n	bn:03664606n
bn:03672158n	bn:03672158n
bn:03687239n	bn:03687239n
bn:03768887n	bn:03768887n
bn:03782451n	bn:03782451n
bn:03795768n	bn:03795768n
bn:03809147n	bn:03809147n
bn:03825539n	bn:03825539n
bn:03835143n	bn:03835143n
bn:03851220n	bn:03851220n
bn:03855339n	bn:03855339n
bn:03880519n	bn:03880519n
bn:03892716n	bn:03892716n
bn:03892771n	bn:03892771n
bn:03300121n	bn:03300121n
bn:03300257n	bn:03300257n
bn:03315036n	bn:03315036n
bn:03351853n	bn:03351853n
bn:03354527n	bn:03354527n
bn:03393062n	bn:03393062n
bn:03407093n	bn:03407093n
bn:03417992n	bn:03417992n
bn:03450198n	bn:03450198n
bn:03485750n	bn:03485750n
bn:03536910n	bn:03536910n
bn:03569252n	bn:03569252n
bn:03640163n	bn:03640163n
bn:03662577n	bn:03662577n
bn:03718292n	bn:03718292n
bn:03734071n	bn:03734071n
bn:03762302n	bn:03762302n
bn:03782040n	bn:03782040n
bn:03802619n	bn:03802619n
bn:03811858n	bn:03811858n
bn:03816454n	bn:03816454n
bn:03843585n	bn:03843585n
bn:03844369n	bn:03844369n
bn:03891208n	bn:03891208n
bn:03928134n	bn:03928134n
bn:03930986n	bn:03930986n
bn:04658585n	bn:04658585n
bn:04659850n	bn:04659850n
bn:04676059n	bn:04676059n
bn:04676741n	bn:04676741n
bn:04679049n	bn:04679049n
bn:08483790n	bn:08483790n
bn:12545642n	bn:12545642n
bn:13819217n	bn:13819217n
bn:14149587n	bn:14149587n
bn:14636115n	bn:14636115n
bn:14928548n	bn:14928548n
bn:15105157n	bn:15105157n
bn:15362977n	bn:15362977n
bn:16021123n	bn:16021123n
bn:16166026n	bn:16166026n
bn:16226491n	bn:16226491n
bn:16649510n	bn:16649510n
bn:16868191n	bn:16868191n
bn:17523901n	bn:17523901n
bn:18211612n	bn:18211612n
bn:00003098n	bn:00003098n
bn:00021483n	bn:00021483n
bn:00021982n	bn:00021982n
bn:00025315n	bn:00025315n
bn:00030192n	bn:00030192n
bn:00034094n	bn:00034094n
bn:00036317n	bn:00036317n
bn:00045690n	bn:00045690n
bn:00048988n	bn:00048988n
bn:00050864n	bn:00050864n
bn:00053679n	bn:00053679n
bn:00057503n	bn:00057503n
bn:00057943n	bn:00057943n
bn:00061429n	bn:00061429n
bn:00062650n	bn:00062650n
bn:00064968n	bn:00064968n
bn:00067098n	bn:00067098n
bn:00070738n	bn:00070738n
bn:00074552n	bn:00074552n
bn:00078055n	bn:00078055n
bn:00081630n	bn:00081630n
bn:00120766n	bn:00120766n
bn:00310216n	bn:00310216n
bn:00363830n	bn:00363830n
bn:00587243n	bn:00587243n
bn:00660372n	bn:00660372n
bn:00695383n	bn:00695383n
bn:00711068n	bn:00711068n
bn:00905265n	bn:00905265n
bn:01063524n	bn:01063524n
bn:01080169n	bn:01080169n
bn:01156885n	bn:01156885n
bn:01600316n	bn:01600316n
bn:01657870n	bn:01657870n
bn:02049481n	bn:02049481n
bn:02200293n	bn:02200293n
bn:02440812n	bn:02440812n
bn:02506205n	bn:02506205n
bn:02519367n	bn:02519367n
bn:02673132n	bn:02673132n
bn:02923193n	bn:02923193n
bn:03089640n	bn:03089640n
bn:03162381n	bn:03162381n
bn:03221474n	bn:03221474n
bn:03270410n	bn:03270410n
bn:03274801n	bn:03274801n
bn:03278434n	bn:03278434n
bn:03283081n	bn:03283081n
bn:03373089n	bn:03373089n
bn:03401361n	bn:03401361n
bn:03444905n	bn:03444905n
bn:03454183n	bn:03454183n
bn:03628576n	bn:03628576n
bn:03742473n	bn:03742473n
bn:03774548n	bn:03774548n
bn:03925080n	bn:03925080n
bn:04058234n	bn:04058234n
bn:04117648n	bn:04117648n
bn:04524508n	bn:04524508n
bn:05144753n	bn:05144753n
bn:05165411n	bn:05165411n
bn:05169910n	bn:05169910n
bn:05210097n	bn:05210097n
bn:05250591n	bn:05250591n
bn:05435556n	bn:05435556n
bn:05446355n	bn:05446355n
bn:05516839n	bn:05516839n
bn:05541702n	bn:05541702n
bn:05585646n	bn:05585646n
bn:14182785n	bn:14182785n
bn:14290845n	bn:14290845n
bn:14338988n	bn:14338988n
bn:14394349n	bn:14394349n
bn:14399016n	bn:14399016n
bn:14519571n	bn:14519571n
bn:15090913n	bn:15090913n
bn:15845681n	bn:15845681n
bn:16634419n	bn:16634419n
bn:16802118n	bn:16802118n
bn:17950433n	bn:17950433n
bn:18335380n	bn:18335380n
bn:00012483n	bn:00012483n
bn:00018346n	bn:00018346n
bn:00043029n	bn:00043029n
bn:00046981n	bn:00046981n
bn:00054065n	bn:00054065n
bn:00055998n	bn:00055998n
bn:00056119n	bn:00056119n
bn:00056820n	bn:00056820n
bn:00404630n	bn:00404630n
bn:01381308n	bn:01381308n
bn:02588200n	bn:02588200n
bn:02588323n	bn:02588323n
bn:03461445n	bn:03461445n
bn:03598686n	bn:03598686n
bn:05049394n	bn:05049394n
bn:14377859n	bn:14377859n
bn:15031410n	bn:15031410n
bn:15560561n	bn:15560561n
bn:21706493n	bn:21706493n
bn:00009730n	bn:00009730n
bn:00034151n	bn:00034151n
bn:00036503n	bn:00036503n
bn:00040177n	bn:00040177n
bn:00059529n	bn:00059529n
bn:00076846n	bn:00076846n
bn:00080439n	bn:00080439n
bn:00290634n	bn:00290634n
bn:00661513n	bn:00661513n
bn:00877028n	bn:00877028n
bn:00980422n	bn:00980422n
bn:01531352n	bn:01531352n
bn:01775476n	bn:01775476n
bn:02546093n	bn:02546093n
bn:02614586n	bn:02614586n
bn:03028470n	bn:03028470n
bn:03084761n	bn:03084761n
bn:03119578n	bn:03119578n
bn:03127752n	bn:03127752n
bn:03227244n	bn:03227244n
bn:03391449n	bn:03391449n
bn:03425460n	bn:03425460n
bn:03460262n	bn:03460262n
bn:08183443n	bn:08183443n
bn:08214888n	bn:08214888n
bn:08240863n	bn:08240863n
bn:15480809n	bn:15480809n
bn:17332481n	bn:17332481n
bn:00007737n	bn:00007737n
bn:00011199n	bn:00011199n
bn:00015002n	bn:00015002n
bn:00021268n	bn:00021268n
bn:00030603n	bn:00030603n
bn:00079733n	bn:00079733n
bn:00189635n	bn:00189635n
bn:00281800n	bn:00281800n
bn:00448401n	bn:00448401n
bn:00453313n	bn:00453313n
bn:00705943n	bn:00705943n
bn:00852431n	bn:00852431n
bn:00969433n	bn:00969433n
bn:00981099n	bn:00981099n
bn:01022836n	bn:01022836n
bn:02610276n	bn:02610276n
bn:02824088n	bn:02824088n
bn:02832345n	bn:02832345n
bn:02838284n	bn:02838284n
bn:02848995n	bn:02848995n
bn:02926006n	bn:02926006n
bn:02930421n	bn:02930421n
bn:02931952n	bn:02931952n
bn:03250331n	bn:03250331n
bn:03339300n	bn:03339300n
bn:03407275n	bn:03407275n
bn:03444586n	bn:03444586n
bn:03615167n	bn:03615167n
bn:07029848n	bn:07029848n
bn:07030965n	bn:07030965n
bn:07052618n	bn:07052618n
bn:14730557n	bn:14730557n
bn:17288833n	bn:17288833n
bn:02819042n	bn:02819042n
bn:14999748n	bn:14999748n
bn:01076395n	bn:01076395n
bn:02822402n	bn:02822402n
bn:02914479n	bn:02914479n
bn:03436469n	bn:03436469n
bn:03816396n	bn:03816396n
bn:13950077n	bn:13950077n
bn:14505992n	bn:14505992n
bn:17313198n	bn:17313198n
bn:00001819n	bn:00001819n
bn:00035081n	bn:00035081n
bn:00036704n	bn:00036704n
bn:00042640n	bn:00042640n
bn:00048461n	bn:00048461n
bn:00069044n	bn:00069044n
bn:00144634n	bn:00144634n
bn:00610884n	bn:00610884n
bn:00638702n	bn:00638702n
bn:00730692n	bn:00730692n
bn:00803308n	bn:00803308n
bn:00889307n	bn:00889307n
bn:00964023n	bn:00964023n
bn:01064993n	bn:01064993n
bn:01106037n	bn:01106037n
bn:01158173n	bn:01158173n
bn:01421260n	bn:01421260n
bn:01509486n	bn:01509486n
bn:01551099n	bn:01551099n
bn:01625398n	bn:01625398n
bn:01643936n	bn:01643936n
bn:01807370n	bn:01807370n
bn:02113330n	bn:02113330n
bn:02114780n	bn:02114780n
bn:02117260n	bn:02117260n
bn:02540393n	bn:02540393n
bn:02658998n	bn:02658998n
bn:02683379n	bn:02683379n
bn:02710689n	bn:02710689n
bn:02926086n	bn:02926086n
bn:02931857n	bn:02931857n
bn:03092633n	bn:03092633n
bn:03125046n	bn:03125046n
bn:03158656n	bn:03158656n
bn:03176239n	bn:03176239n
bn:03177514n	bn:03177514n
bn:03183245n	bn:03183245n
bn:03221726n	bn:03221726n
bn:03237737n	bn:03237737n
bn:03274609n	bn:03274609n
bn:03275839n	bn:03275839n
bn:03338853n	bn:03338853n
bn:03381869n	bn:03381869n
bn:03421912n	bn:03421912n
bn:03451964n	bn:03451964n
bn:03459192n	bn:03459192n
bn:03475541n	bn:03475541n
bn:03492242n	bn:03492242n
bn:03498207n	bn:03498207n
bn:03499818n	bn:03499818n
bn:03499822n	bn:03499822n
bn:03500639n	bn:03500639n
bn:03502270n	bn:03502270n
bn:03502499n	bn:03502499n
bn:03502975n	bn:03502975n
bn:03502983n	bn:03502983n
bn:03503057n	bn:03503057n
bn:03503103n	bn:03503103n
bn:03503149n	bn:03503149n
bn:03503313n	bn:03503313n
bn:03503363n	bn:03503363n
bn:03518415n	bn:03518415n
bn:03519948n	bn:03519948n
bn:03538155n	bn:03538155n
bn:03590915n	bn:03590915n
bn:03677470n	bn:03677470n
bn:03707281n	bn:03707281n
bn:03728374n	bn:03728374n
bn:03785090n	bn:03785090n
bn:04586403n	bn:04586403n
bn:08876874n	bn:08876874n
bn:08932664n	bn:08932664n
bn:13895079n	bn:13895079n
bn:13974703n	bn:13974703n
bn:14037706n	bn:14037706n
bn:14441109n	bn:14441109n
bn:15022998n	bn:15022998n
bn:15110562n	bn:15110562n
bn:15725461n	bn:15725461n
bn:15935746n	bn:15935746n
bn:17796869n	bn:17796869n
bn:00000446n	bn:00000446n
bn:00000979n	bn:00000979n
bn:00002191n	bn:00002191n
bn:00002488n	bn:00002488n
bn:00004773n	bn:00004773n
bn:00006943n	bn:00006943n
bn:00007120n	bn:00007120n
bn:00007127n	bn:00007127n
bn:00007133n	bn:00007133n
bn:00008533n	bn:00008533n
bn:00009396n	bn:00009396n
bn:00012901n	bn:00012901n
bn:00017839n	bn:00017839n
bn:00023352n	bn:00023352n
bn:00024014n	bn:00024014n
bn:00025149n	bn:00025149n
bn:00025231n	bn:00025231n
bn:00027454n	bn:00027454n
bn:00027490n	bn:00027490n
bn:00029372n	bn:00029372n
bn:00029636n	bn:00029636n
bn:00030858n	bn:00030858n
bn:00034779n	bn:00034779n
bn:00035908n	bn:00035908n
bn:00040614n	bn:00040614n
bn:00041147n	bn:00041147n
bn:00041834n	bn:00041834n
bn:00043479n	bn:00043479n
bn:00045223n	bn:00045223n
bn:00046944n	bn:00046944n
bn:00049558n	bn:00049558n
bn:00054612n	bn:00054612n
bn:00055445n	bn:00055445n
bn:00056422n	bn:00056422n
bn:00056466n	bn:00056466n
bn:00056479n	bn:00056479n
bn:00056797n	bn:00056797n
bn:00058482n	bn:00058482n
bn:00060099n	bn:00060099n
bn:00060905n	bn:00060905n
bn:00060984n	bn:00060984n
bn:00061057n	bn:00061057n
bn:00061565n	bn:00061565n
bn:00062019n	bn:00062019n
bn:00062039n	bn:00062039n
bn:00062227n	bn:00062227n
bn:00063080n	bn:00063080n
bn:00065237n	bn:00065237n
bn:00065703n	bn:00065703n
bn:00065774n	bn:00065774n
bn:00066875n	bn:00066875n
bn:00066958n	bn:00066958n
bn:00068051n	bn:00068051n
bn:00070987n	bn:00070987n
bn:00072707n	bn:00072707n
bn:00072710n	bn:00072710n
bn:00072712n	bn:00072712n
bn:00075706n	bn:00075706n
bn:00075748n	bn:00075748n
bn:00080174n	bn:00080174n
bn:00125962n	bn:00125962n
bn:00172823n	bn:00172823n
bn:00239990n	bn:00239990n
bn:00296262n	bn:00296262n
bn:00324551n	bn:00324551n
bn:00416224n	bn:00416224n
bn:00483806n	bn:00483806n
bn:00544184n	bn:00544184n
bn:00587036n	bn:00587036n
bn:00598308n	bn:00598308n
bn:00619806n	bn:00619806n
bn:00651426n	bn:00651426n
bn:00690004n	bn:00690004n
bn:00717538n	bn:00717538n
bn:00749779n	bn:00749779n
bn:00789872n	bn:00789872n
bn:00789882n	bn:00789882n
bn:00789960n	bn:00789960n
bn:00791479n	bn:00791479n
bn:00818980n	bn:00818980n
bn:00840930n	bn:00840930n
bn:00875658n	bn:00875658n
bn:00895064n	bn:00895064n
bn:00912356n	bn:00912356n
bn:00916331n	bn:00916331n
bn:00927664n	bn:00927664n
bn:00931500n	bn:00931500n
bn:00933945n	bn:00933945n
bn:00950725n	bn:00950725n
bn:01063646n	bn:01063646n
bn:01071159n	bn:01071159n
bn:01159489n	bn:01159489n
bn:01172686n	bn:01172686n
bn:01181265n	bn:01181265n
bn:01196117n	bn:01196117n
bn:01204922n	bn:01204922n
bn:01228694n	bn:01228694n
bn:01236701n	bn:01236701n
bn:01269382n	bn:01269382n
bn:01289677n	bn:01289677n
bn:01295810n	bn:01295810n
bn:01334333n	bn:01334333n
bn:01417795n	bn:01417795n
bn:01434531n	bn:01434531n
bn:01465535n	bn:01465535n
bn:01467131n	bn:01467131n
bn:01526455n	bn:01526455n
bn:01627315n	bn:01627315n
bn:01648882n	bn:01648882n
bn:01669608n	bn:01669608n
bn:01715127n	bn:01715127n
bn:01744320n	bn:01744320n
bn:01784010n	bn:01784010n
bn:01806994n	bn:01806994n
bn:01808527n	bn:01808527n
bn:01808640n	bn:01808640n
bn:01816105n	bn:01816105n
bn:01816576n	bn:01816576n
bn:01864019n	bn:01864019n
bn:01935979n	bn:01935979n
bn:01967366n	bn:01967366n
bn:01999362n	bn:01999362n
bn:02239237n	bn:02239237n
bn:02286885n	bn:02286885n
bn:02287550n	bn:02287550n
bn:02326251n	bn:02326251n
bn:02358848n	bn:02358848n
bn:02486432n	bn:02486432n
bn:02649668n	bn:02649668n
bn:02670948n	bn:02670948n
bn:02788748n	bn:02788748n
bn:02827081n	bn:02827081n
bn:02838141n	bn:02838141n
bn:02843597n	bn:02843597n
bn:02850394n	bn:02850394n
bn:02859352n	bn:02859352n
bn:03085412n	bn:03085412n
bn:03089911n	bn:03089911n
bn:03091844n	bn:03091844n
bn:03093226n	bn:03093226n
bn:03103700n	bn:03103700n
bn:03131327n	bn:03131327n
bn:03132046n	bn:03132046n
bn:03144901n	bn:03144901n
bn:03150975n	bn:03150975n
bn:03160655n	bn:03160655n
bn:03162629n	bn:03162629n
bn:03164311n	bn:03164311n
bn:03184056n	bn:03184056n
bn:03190678n	bn:03190678n
bn:03234147n	bn:03234147n
bn:03283855n	bn:03283855n
bn:03287978n	bn:03287978n
bn:03306952n	bn:03306952n
bn:03310137n	bn:03310137n
bn:03326757n	bn:03326757n
bn:03326904n	bn:03326904n
bn:03347489n	bn:03347489n
bn:03411513n	bn:03411513n
bn:03506192n	bn:03506192n
bn:03562224n	bn:03562224n
bn:03597327n	bn:03597327n
bn:03618899n	bn:03618899n
bn:03621004n	bn:03621004n
bn:03631718n	bn:03631718n
bn:03673530n	bn:03673530n
bn:03676433n	bn:03676433n
bn:03680054n	bn:03680054n
bn:03688691n	bn:03688691n
bn:03704908n	bn:03704908n
bn:03711376n	bn:03711376n
bn:03722689n	bn:03722689n
bn:03753652n	bn:03753652n
bn:03757692n	bn:03757692n
bn:03771064n	bn:03771064n
bn:03771076n	bn:03771076n
bn:03793240n	bn:03793240n
bn:03804775n	bn:03804775n
bn:03810970n	bn:03810970n
bn:03847626n	bn:03847626n
bn:03885283n	bn:03885283n
bn:03886392n	bn:03886392n
bn:03887111n	bn:03887111n
bn:03887481n	bn:03887481n
bn:03934134n	bn:03934134n
bn:04280694n	bn:04280694n
bn:04498858n	bn:04498858n
bn:04521583n	bn:04521583n
bn:04580671n	bn:04580671n
bn:07745842n	bn:07745842n
bn:07754499n	bn:07754499n
bn:07756801n	bn:07756801n
bn:07799997n	bn:07799997n
bn:07830618n	bn:07830618n
bn:07839274n	bn:07839274n
bn:07849010n	bn:07849010n
bn:07878595n	bn:07878595n
bn:07883970n	bn:07883970n
bn:08027458n	bn:08027458n
bn:08040760n	bn:08040760n
bn:08055297n	bn:08055297n
bn:08059093n	bn:08059093n
bn:08061495n	bn:08061495n
bn:08064971n	bn:08064971n
bn:08088547n	bn:08088547n
bn:08095414n	bn:08095414n
bn:08108339n	bn:08108339n
bn:08114071n	bn:08114071n
bn:08124472n	bn:08124472n
bn:08128793n	bn:08128793n
bn:08142464n	bn:08142464n
bn:08155572n	bn:08155572n
bn:08162370n	bn:08162370n
bn:08164262n	bn:08164262n
bn:08253581n	bn:08253581n
bn:08516479n	bn:08516479n
bn:08729631n	bn:08729631n
bn:09364481n	bn:09364481n
bn:09444791n	bn:09444791n
bn:09685080n	bn:09685080n
bn:09799879n	bn:09799879n
bn:14187741n	bn:14187741n
bn:14205953n	bn:14205953n
bn:14777641n	bn:14777641n
bn:14993684n	bn:14993684n
bn:15045313n	bn:15045313n
bn:15309814n	bn:15309814n
bn:15493315n	bn:15493315n
bn:15601905n	bn:15601905n
bn:17069321n	bn:17069321n
bn:17195668n	bn:17195668n
bn:17229068n	bn:17229068n
bn:17247690n	bn:17247690n
bn:17248144n	bn:17248144n
bn:17280437n	bn:17280437n
bn:17296738n	bn:17296738n
bn:17358513n	bn:17358513n
bn:17381384n	bn:17381384n
bn:17872129n	bn:17872129n
bn:18277373n	bn:18277373n
bn:19841810n	bn:19841810n
bn:12614054n	bn:12614054n
bn:12616425n	bn:12616425n
bn:15233711n	bn:15233711n
bn:03176766n	bn:03176766n
bn:15151859n	bn:15151859n
bn:17494656n	bn:17494656n
bn:06180636n	bn:06180636n
bn:16641567n	bn:16641567n
bn:16653152n	bn:16653152n
bn:01178163n	bn:01178163n
bn:02988521n	bn:02988521n
bn:10038484n	bn:10038484n
bn:00026485n	bn:00026485n
bn:00079105n	bn:00079105n
bn:02838378n	bn:02838378n
bn:03211375n	bn:03211375n
bn:03565004n	bn:03565004n
bn:14645828n	bn:14645828n
bn:00000054n	bn:00000054n
bn:00004798n	bn:00004798n
bn:00005858n	bn:00005858n
bn:00011585n	bn:00011585n
bn:00012438n	bn:00012438n
bn:00034388n	bn:00034388n
bn:00066269n	bn:00066269n
bn:00081583n	bn:00081583n
